event_id,student_id,event_type,gate_type,location,timestamp
31b4d8e4-d124-4598-9b7d-2e3261fc6f76,2509732,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T08:41:33
fe395b87-5262-4266-b1fe-d6b45e4b39fb,2509623,ENTRY,ROOM_GATE,2E,2026-03-05T08:41:58
b4d27a8e-7a8f-48c0-bf8c-fe1c41bbb993,2509738,ENTRY,ROOM_GATE,2B,2026-03-05T08:42:24
4c8a125c-e874-4d2b-b1f0-f6457870e688,2509638,ENTRY,ROOM_GATE,1F,2026-03-05T08:42:59
b2a7402f-5c06-4bb9-8353-5d391f3f72e1,2509623,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T08:43:08
a784179c-83d9-4ce0-9506-90a5bc29b160,2509787,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T08:43:26
8cf44015-c89f-4eaa-a3b4-ca31f4af18f3,2509790,ENTRY,ROOM_GATE,2A,2026-03-05T08:43:33
b48cf080-ec14-458f-861e-011e3fbae938,2509624,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T08:43:35
a6a3cadc-3af6-40cd-b0c2-3e16d7433a9b,2509611,ENTRY,ROOM_GATE,1B,2026-03-05T08:45:58
16e2b02e-6eaa-4c5d-9c6f-d24e3a6aa638,2509738,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T08:46:18
ba460135-8482-4788-b41c-c487659c4e4f,2509606,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T08:50:41
8fa216bb-356b-475f-879c-44f04f570767,2509623,ENTRY,ROOM_GATE,2A,2026-03-05T08:52:08
214b666b-de9a-4301-a5bd-21ffaddd62fd,2509682,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T08:52:49
32c07a96-5c86-4c67-963c-bb8ade715339,2509750,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T08:52:59
1ab35bbd-989e-4f57-997f-e6a84e063995,2509788,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T08:54:39
69946697-97c0-4504-9410-8ae6bb10e449,2509606,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T08:55:27
21544df2-d357-4b82-8410-ba6fb53f3e7b,2509654,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T08:55:34
56408447-59f5-48f7-8d64-75e219bcbd92,2509732,ENTRY,ROOM_GATE,2A,2026-03-05T08:56:33
570566da-5150-4316-87b3-77ba63b7a902,2509603,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T08:57:35
4ebdcb58-61c5-4dfd-ac4c-11d445e4d71b,2509767,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T08:57:35
a7a1b2fc-9239-47c3-9795-e5452faddd5c,2509643,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T08:59:04
8a197de1-c59f-4c5a-be8d-4c2302fbaad3,2509691,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:00:39
1c2feaba-6265-47fd-be90-79018cd97799,2509772,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:00:42
c3336e08-7b8e-4990-82e5-23ae39e144ed,2509812,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:00:54
99503dc3-504f-4509-863f-0e4b686783b5,2509656,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:00:55
b6d2cba4-d6f2-44d3-9c15-ffae11c83577,2509623,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:01:30
a1cc0d84-f8bd-4f79-9381-914ad134d512,2509674,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:02:05
f9ef1bfd-f04d-4ec4-a029-7de517642869,2509816,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:02:15
25014edc-fbeb-46f0-835c-455f549a9466,2509767,EXIT,ROOM_GATE,2C,2026-03-05T09:02:27
3899904b-253d-4636-b38d-a5b565601bb8,2509846,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:04:01
07937b94-f622-4989-922a-2c63798367e9,2509767,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:04:27
8c766f51-39b9-4735-85c9-b4bffdc01590,2509657,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:05:47
7c0b0429-fc38-4cfa-8c71-faf0a56e05c1,2509766,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:05:53
ef71bebd-25fd-424d-a862-932fa036479a,2509767,ENTRY,ROOM_GATE,2A,2026-03-05T09:08:35
7c1c465d-9aba-4a89-8e72-3e793fb02f92,2509809,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:09:13
43a981c2-7a90-47bd-9437-120899c283cd,2509841,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:09:54
b1e988d6-5f7e-4221-b70c-a0a5fff79428,2509776,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:10:50
6865b19f-d7ba-42ad-b307-95acf34c302b,2509643,ENTRY,ROOM_GATE,2A,2026-03-05T09:11:04
e35b3386-5555-4786-b2c7-716cda78a3f4,2509834,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:11:52
a728c0a2-59cc-4a1a-a830-a1b7f11f3d35,2509848,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:11:55
fc7253ef-393f-43ea-870e-4554ec706df1,2509701,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:11:57
17a61e2d-1b32-4c77-812a-9e0e54373414,2509759,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:13:06
7c64903f-c6a8-4917-962c-2db1071784e9,2509656,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:13:20
e4932af3-4486-4de6-aae0-206dcd55bbb3,2509817,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:13:21
d36b003d-d742-4a73-b41b-986e240a6158,2509832,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:13:56
01e6ae53-9480-4357-85cb-166d5d6c7387,2509674,ENTRY,ROOM_GATE,2A,2026-03-05T09:14:05
1a524a5b-8087-42b3-87ab-0c0c1b533ce7,2509816,ENTRY,ROOM_GATE,2A,2026-03-05T09:14:15
bf7bb99c-9d10-4ddd-8337-90883eea89b3,2509811,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:14:27
980f25b6-a30f-45bb-ace5-1cac457735b4,2509671,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:14:39
65e3248a-25ac-4963-9672-81d39d2a54ce,2509601,EXIT,ROOM_GATE,1F,2026-03-05T09:16:01
860180fe-d631-4e18-a2cb-110fa40a01d0,2509809,ENTRY,ROOM_GATE,2D,2026-03-05T09:16:13
c9f380a6-5490-4fb3-a701-8813eac39639,2509738,EXIT,ROOM_GATE,1B,2026-03-05T09:16:44
56023720-c4de-4466-9db2-16b45d0aa927,2509623,EXIT,ROOM_GATE,2E,2026-03-05T09:17:58
c1a5213f-a57a-43c3-8fec-1cd2671028be,2509601,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:18:01
b101883c-ba2a-44bd-81b3-8981bf6d38a7,2509713,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:18:14
51abef45-cf57-45c2-b97c-b31efe507088,2509656,ENTRY,ROOM_GATE,1A,2026-03-05T09:18:20
0545a49a-30dd-4641-b5d9-f1d8ff8637cb,2509617,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:18:40
657a6cdb-7891-453d-b82f-aa14d3177744,2509786,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:19:00
cade58cb-90d0-4ce2-a045-9a8d03601426,2509766,ENTRY,ROOM_GATE,2B,2026-03-05T09:19:53
ca7667fd-e145-4eb7-bb1b-df1127cddcec,2509623,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:19:58
4e742a3c-d7b1-4946-9df5-0330f232b328,2509605,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:20:07
e5568389-893e-48cd-8da9-40528cddd86c,2509712,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:20:55
d6b22b1e-9630-4db7-b9ca-081bc4ad0f55,2509784,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:20:58
873c1ffd-a233-4233-99b2-0c04ce8660e4,2509817,ENTRY,ROOM_GATE,1F,2026-03-05T09:21:21
fee102b9-2863-4fdc-af3d-4f2370d802fa,2509671,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:21:35
41ee6d8a-42d4-44a5-9712-a1ded3656695,2509759,ENTRY,ROOM_GATE,1A,2026-03-05T09:22:06
ccf5b17a-14a9-4573-bc1c-fe876ebd4622,2509776,ENTRY,ROOM_GATE,2C,2026-03-05T09:22:50
94df2a62-221d-4c01-8a84-6ddc99525958,2509841,ENTRY,ROOM_GATE,1F,2026-03-05T09:22:54
59df2724-4548-4b3d-87ab-6a8822b9f863,2509615,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:23:27
3b6f7341-ad37-4d3b-8018-2b36d6c1de89,2509606,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:23:41
159fabd2-70d5-4bf0-a480-5ac846af7134,2509701,ENTRY,ROOM_GATE,1D,2026-03-05T09:23:57
94057cf1-93a6-4632-9313-9c1e393fbee2,2509638,EXIT,ROOM_GATE,1F,2026-03-05T09:23:59
3cc0672c-0253-43ae-bdb6-f5233766e43b,2509832,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:24:10
42cd4ee6-70bf-44f9-be0e-1b197422e866,2509623,EXIT,ROOM_GATE,2A,2026-03-05T09:25:08
d55e2c18-e642-45dd-b212-23e155b6c5bd,2509806,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:25:13
d2770362-485f-4179-841d-aaae8ad53d45,2509811,ENTRY,ROOM_GATE,2D,2026-03-05T09:25:27
f3b10902-fc9b-4745-bcfb-21dd1d8c0a7e,2509711,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:25:31
5002ed54-39af-42cc-8eaf-0a3a15317186,2509624,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:25:35
20af28ed-c58a-452e-aa3c-e79f4bea393e,2509668,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:25:52
c05448f4-e728-46a2-810d-aa9d5da5600e,2509848,ENTRY,ROOM_GATE,2C,2026-03-05T09:25:55
385d8142-8e01-49a3-8e8a-b1cd91509ddd,2509800,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:25:59
587e6795-82a0-4793-8f26-80ea446b0249,2509638,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:25:59
e19cda02-8660-423b-b422-91fc8c93529c,2509752,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:26:27
6be26cef-83bb-4cb1-b750-c03c42e65f6f,2509715,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:26:40
dd50eb47-0246-4aba-a4e4-c328666cc2fc,2509623,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:27:08
955e03f6-e103-4a6f-b3f1-b61dc6ed0550,2509609,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:27:28
2fa2b4d3-ebec-4b64-b11f-abccc8fd5584,2509667,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:28:12
efd54779-10b6-4686-a77f-3280ff362eb2,2509671,ENTRY,ROOM_GATE,1D,2026-03-05T09:29:39
eb4478dd-4b94-453b-996f-1005367dce57,2509667,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:29:55
eee323e0-0970-45ab-b2a3-9412320a2d95,2509605,ENTRY,ROOM_GATE,2E,2026-03-05T09:30:07
a0d0b4e7-884c-4134-b02d-552f540aabae,2509652,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:30:49
95a9ad60-3e42-4b10-87cd-0fd4c4bd5123,2509812,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:31:54
7971858c-cefe-4fb7-b47e-6b52e58f2951,2509738,EXIT,ROOM_GATE,2B,2026-03-05T09:32:24
fdfc3e7a-1bb8-4d60-bfb8-572fd23e9938,2509620,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:32:33
37281c93-77b2-42aa-85f7-4e616f57b4fe,2509693,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:32:34
83c7f90f-2478-4d11-9231-69dea166a06f,2509623,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:33:19
16da732f-ff7a-4ffd-85c0-a46a07ee1f9b,2509630,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:33:30
704ccde7-d2e0-4840-bceb-a26e0a6ae23d,2509624,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:34:04
c1c3622a-e5d9-4449-b6fe-84f04f9e08cc,2509667,ENTRY,ROOM_GATE,2B,2026-03-05T09:34:12
3b5c648b-1ecd-4921-83de-e853838c8faa,2509806,ENTRY,ROOM_GATE,2C,2026-03-05T09:34:13
0bb3ae5e-ec7e-44df-b388-9b7c2e85053a,2509738,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:34:24
77352420-6522-424c-be78-459cdc73460e,2509808,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:34:29
38adb9c2-b0e5-41ad-ac26-5a8de2015b89,2509715,ENTRY,ROOM_GATE,1C,2026-03-05T09:34:40
4d281dc4-8d49-431f-922c-1f20c31c0abb,2509621,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:34:44
715e115e-f262-45db-bbd5-792206e0c6eb,2509712,ENTRY,ROOM_GATE,1A,2026-03-05T09:34:55
bb7d0fde-c202-4f9a-b5c3-2c8dd6e271b0,2509615,ENTRY,ROOM_GATE,2E,2026-03-05T09:35:27
6b1ae858-0a64-4e71-995d-8d7de97878e7,2509705,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:35:38
1358f406-bd84-4905-8382-22102a37d680,2509816,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:35:58
4b72b46d-0620-4254-be49-ece06caf1884,2509766,EXIT,ROOM_GATE,2B,2026-03-05T09:36:53
884170f7-0345-4725-aa22-94c317915379,2509800,ENTRY,ROOM_GATE,2F,2026-03-05T09:36:59
d39af985-3a91-42ce-829a-7702c347b039,2509628,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:37:20
19a52d4c-1c93-4ae0-b7ee-2dd3c0f81ef3,2509653,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:37:33
f3da2894-5213-49fd-a79e-7e01cbb01873,2509766,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:38:53
0b036cce-c657-4e8b-aa98-70373a1f1c02,2509707,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:39:25
1084e42d-8ac0-4042-8a83-7be27973d8e4,2509711,ENTRY,ROOM_GATE,1A,2026-03-05T09:39:31
dcf027d3-df9b-4a60-bc15-4c04a645004b,2509632,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:39:51
e05bb346-a989-4283-a428-7b8fb6b0a4de,2509631,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:40:08
17592eeb-303d-4224-9ca2-ad07dad6087b,2509653,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:40:43
deadc52d-5e47-4739-b847-952d93439a0f,2509794,EXIT,ROOM_GATE,1B,2026-03-05T09:41:24
ac2247ea-0b3c-45b1-8219-1ca9b9d72151,2509667,ENTRY,ROOM_GATE,1F,2026-03-05T09:41:55
46ede40c-238d-4e48-b7e7-3b5049f9ceec,2509800,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:42:02
9bf2bcec-4313-47d8-b2b6-c1d2609aa93d,2509677,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:42:10
63057714-edb3-4da2-85bb-d6ae37927011,2509666,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:42:55
a6f5d21a-de5f-4578-8693-4e4d17b4430a,2509620,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:43:01
f64251c3-954d-4c3d-b8d1-14bbdaeeb6e1,2509653,ENTRY,ROOM_GATE,1B,2026-03-05T09:43:33
c3133b93-e122-4925-afdf-1a3386de6dd7,2509774,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:44:01
22bd62ec-0498-4b7a-9848-8ee3538970de,2509847,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:44:03
4b57075e-19d7-4bd6-b24f-883a7873ec6f,2509794,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:44:24
f542768e-c44a-4886-a8e4-792d37ecc9ea,2509779,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:44:56
2c25d6da-1c27-4652-b4f2-70dc4d0618f9,2509611,EXIT,ROOM_GATE,1B,2026-03-05T09:44:58
09876e68-9e98-4430-918c-19a234f409d4,2509808,ENTRY,ROOM_GATE,1C,2026-03-05T09:45:29
f90c4554-4403-46d9-94ab-fd32b46bb3dc,2509630,ENTRY,ROOM_GATE,2F,2026-03-05T09:45:30
cd10d311-b766-4036-8ad9-89e7eec4a3ec,2509606,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:46:27
703e69ec-31cf-44a2-9678-a2b64eebae0e,2509790,EXIT,ROOM_GATE,2A,2026-03-05T09:46:33
849a931b-9f25-4be1-aac2-1e6a390ad7b4,2509800,ENTRY,ROOM_GATE,2B,2026-03-05T09:48:02
75048b32-3bc8-4520-b2b1-0161a9d279f4,2509642,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:48:40
1453e485-73c5-4250-bf6c-122de0c28879,2509653,ENTRY,ROOM_GATE,2A,2026-03-05T09:48:43
e24aeeb0-0fd0-4a7d-90f4-d609d7825981,2509738,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:48:44
55651f31-9b16-4bd6-82f9-d71b7c06e594,2509777,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:49:00
be11fdb4-339f-415b-b458-1bf2aeb1ca5b,2509672,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:49:15
03c978eb-206b-4001-a5f1-4fe1ecbf3405,2509705,ENTRY,ROOM_GATE,1A,2026-03-05T09:49:38
869a0b48-800e-46a0-b537-8109e62e5673,2509786,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:49:56
cc911458-45d3-4186-9682-76d899b117af,2509657,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:50:01
d9aef1e2-b7a1-418c-954d-e4d82d842e19,2509619,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:50:22
1f9a095b-1811-4ba1-bdcc-6ca915f03b90,2509600,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:50:38
2ce2af14-ec54-4b92-ac2e-890fc9245e9e,2509774,ENTRY,ROOM_GATE,2F,2026-03-05T09:51:01
b86ae97e-7d6f-4345-876e-f5822ad85e33,2509707,ENTRY,ROOM_GATE,2C,2026-03-05T09:51:25
1a2e553e-849f-4e7b-87f5-d8a44398b4ce,2509603,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:51:35
a7af174e-7994-4933-9efa-c4b50c3394e9,2509691,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:52:39
2c06aea4-b12e-457a-83f0-ca3c80ce8f31,2509779,ENTRY,ROOM_GATE,2C,2026-03-05T09:52:56
ec6bf095-7a30-43ce-9af7-8584b46b9c19,2509611,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:52:58
ef07b14d-6b2f-46b3-8963-6b22c870bf17,2509638,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:56:16
48559e6a-2216-4a94-82f4-39bedcbf30de,2509735,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T09:57:32
984996ea-edb7-4383-9e5f-e65e1cd7b7cf,2509849,EXIT,ROOM_GATE,2D,2026-03-05T09:58:25
90f6f39b-735e-4a91-8d64-6429e8badfac,2509671,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:58:35
d9fd278f-e451-4757-82f0-0d38e997a54d,2509662,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T09:58:47
1bff5c84-fde5-489b-9a2d-f4e1ac8a0d44,2509841,EXIT,ROOM_GATE,1F,2026-03-05T09:58:54
dd1f37f0-3149-48ac-8db7-9e17b15da091,2509672,ENTRY,ROOM_GATE,2C,2026-03-05T09:59:15
8438e26f-5042-4be7-a91d-1036fc470084,2509846,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T10:00:01
a11b6179-6fcc-4e4e-b9d6-125bb80ea8d4,2509657,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T10:00:15
52475d2f-5553-46b2-9f0e-a9f1a972e6b0,2509849,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T10:00:25
1797663b-b1b3-49a7-8676-524ec22fc9ac,2509602,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T10:00:28
8de3d5bc-82d1-49df-a6d0-a0f119afd8b5,2509841,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T10:00:54
74d1d300-4cf0-41fa-8d40-c6725064bd77,2509620,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T10:01:33
0405c8fc-460a-4a2b-a81c-50244d113eb8,2509686,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T10:02:07
adfc7f56-b8a6-4ca6-abe1-eb5ed29cc243,2509634,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T10:02:16
eab5d1e6-54aa-443d-a2e1-8fac070f6852,2509656,EXIT,ROOM_GATE,1A,2026-03-05T10:03:20
696a49ef-c073-4ca5-89a9-5dc526f15763,2509619,ENTRY,ROOM_GATE,1D,2026-03-05T10:03:22
e1bd74ed-d73a-4a1c-a85f-1302052f727a,2509713,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T10:05:14
493aa64b-7029-417b-b4a2-2abf98ff0d27,2509638,ENTRY,ROOM_GATE,1F,2026-03-05T10:05:16
f80e146e-3492-43f6-9212-be75b9688330,2509656,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T10:05:20
bcbcfe7b-e10e-4c5b-ae90-146677755bad,2509642,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T10:05:29
323bbb24-b39a-49de-88ce-20668e857f0f,2509817,EXIT,ROOM_GATE,1F,2026-03-05T10:06:21
85172e56-d95e-45b2-a89f-12143a9bdb8f,2509640,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T10:06:30
d1d8eb74-209f-4571-b855-85096d04e007,2509773,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T10:06:33
e98a6fd5-e09a-4297-b051-b4d9d6d1e1c3,2509816,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T10:06:58
0fb2c52f-3b22-4046-a0af-cc4c6f35265a,2509644,EXIT,ROOM_GATE,1E,2026-03-05T10:07:32
bdca79f8-266a-4c99-9417-30b49d453a85,2509634,ENTRY,ROOM_GATE,1B,2026-03-05T10:08:16
537d41f4-5162-4ffa-b80b-c8926f2452a7,2509817,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T10:08:21
8ed9b830-a55e-4e96-8cbd-43a9217774d7,2509787,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T10:08:26
e4b1140b-1206-40cc-a571-9d66637739cc,2509761,ENTRY,MAIN_GATE,MAIN_HALL,2026-03-05T10:09:22
baaf9a74-bd53-455b-92ba-afa0951506f4,2509644,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T10:09:32
fee2fac0-0d1b-4c47-82cc-90dcfa73b8f0,2509657,ENTRY,ROOM_GATE,2A,2026-03-05T10:10:15
e192d101-8d0b-4a09-87cb-710dfdbb9da6,2509834,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T10:11:58
ff27f1dd-f978-4e48-8199-8ac945bf5be8,2509623,EXIT,MAIN_GATE,MAIN_HALL,2026-03-05T10:12:30
